Name,Libraries
testGetVariableName,"org/hamcrest/core/IsEqual, java/util/ArrayList, org/hamcrest/core/Is, soba/core/method/LocalVariables, org/hamcrest/BaseMatcher, org/hamcrest/Matcher, java/lang/Object, java/lang/Class, org/hamcrest/MatcherAssert, org/hamcrest/Matchers"
testGetVariableType,"org/hamcrest/core/IsEqual, java/util/ArrayList, org/hamcrest/core/Is, soba/core/method/LocalVariables, org/hamcrest/BaseMatcher, org/hamcrest/Matcher, java/lang/Object, java/lang/Class, org/hamcrest/MatcherAssert, org/hamcrest/Matchers"
testGetVariableIndex,"org/hamcrest/core/IsEqual, java/util/ArrayList, org/hamcrest/core/Is, soba/core/method/LocalVariables, org/hamcrest/BaseMatcher, org/hamcrest/Matcher, java/lang/Object, java/lang/Class, org/hamcrest/MatcherAssert, org/hamcrest/Matchers, java/lang/Integer"
testIsObjectVariable,"org/hamcrest/core/IsEqual, java/util/ArrayList, org/hamcrest/core/Is, soba/core/method/LocalVariables, org/hamcrest/BaseMatcher, org/hamcrest/Matcher, java/lang/Object, java/lang/Class, org/hamcrest/MatcherAssert, org/hamcrest/Matchers, java/lang/Boolean"
testIsArrayVariable,"org/hamcrest/core/IsEqual, java/util/ArrayList, org/hamcrest/core/Is, soba/core/method/LocalVariables, org/hamcrest/BaseMatcher, org/hamcrest/Matcher, java/lang/Object, java/lang/Class, org/hamcrest/MatcherAssert, org/hamcrest/Matchers, java/lang/Boolean"
testHasNoDataDependence,"org/hamcrest/core/IsEqual, java/util/ArrayList, org/hamcrest/core/Is, soba/core/method/LocalVariables, org/hamcrest/BaseMatcher, org/hamcrest/Matcher, java/lang/Object, java/lang/Class, org/hamcrest/MatcherAssert, org/hamcrest/Matchers, java/lang/Boolean"
testIsParameter,"gnu/trove/impl/hash/TIntHash, org/hamcrest/core/IsEqual, java/util/ArrayList, org/hamcrest/core/Is, soba/core/method/LocalVariables, org/hamcrest/BaseMatcher, org/hamcrest/Matcher, java/lang/Object, java/lang/Class, org/hamcrest/MatcherAssert, org/hamcrest/Matchers, java/lang/Boolean, gnu/trove/set/hash/TIntHashSet, gnu/trove/impl/HashFunctions"
testFindEntryForInstruction,"gnu/trove/impl/hash/TIntHash, org/objectweb/asm/tree/InsnList, org/hamcrest/core/IsEqual, soba/util/IntPairSet, java/util/ArrayList, org/hamcrest/core/Is, soba/core/method/LocalVariables, org/hamcrest/BaseMatcher, org/hamcrest/Matcher, gnu/trove/set/hash/TIntHashSet, java/lang/Object, org/hamcrest/Matchers, org/objectweb/asm/tree/AbstractInsnNode, org/hamcrest/MatcherAssert, gnu/trove/map/hash/TIntObjectHashMap, java/lang/Class, java/lang/Integer, gnu/trove/impl/HashFunctions"
testControlDependence,"gnu/trove/procedure/TIntObjectProcedure, org/hamcrest/core/Is, java/util/List, java/util/Arrays, org/hamcrest/Matcher, gnu/trove/set/hash/TIntHashSet, soba/util/graph/IDepthFirstVisitor, gnu/trove/map/hash/TIntObjectHashMap, org/hamcrest/collection/IsArrayWithSize, soba/util/graph/DirectedAcyclicGraph, java/lang/String, soba/util/graph/DepthFirstSearch, org/hamcrest/collection/IsIterableContainingInAnyOrder, soba/util/UtilForAssertThat, gnu/trove/impl/hash/THash, org/hamcrest/FeatureMatcher, soba/util/graph/SingleRootDirectedGraph, org/hamcrest/TypeSafeMatcher, java/util/Iterator, soba/util/graph/DominanceTree, soba/util/IntStack, java/lang/Math, soba/util/graph/DirectedGraph, gnu/trove/procedure/TIntProcedure, soba/util/IntPairProc, soba/util/IntPairSet, soba/util/graph/GraphUtil, org/hamcrest/Description, gnu/trove/impl/hash/TIntHash, gnu/trove/impl/PrimeFinder, org/hamcrest/core/IsEqual, java/lang/Iterable, org/hamcrest/TypeSafeDiagnosingMatcher, soba/core/method/ControlDependence, org/hamcrest/internal/ReflectiveTypeFinder, gnu/trove/impl/hash/TPrimitiveHash, java/util/Stack, org/hamcrest/MatcherAssert, soba/util/IntPairList, gnu/trove/impl/HashFunctions, java/lang/Integer, java/lang/reflect/Method, java/util/ArrayList, soba/util/IntSetStack, soba/util/IntPairUtil, soba/util/graph/IDirectedGraph, org/hamcrest/BaseMatcher, java/lang/Object, java/lang/Class, org/hamcrest/Matchers, java/util/Collection, org/hamcrest/core/DescribedAs, soba/core/method/ControlDependenceTest, org/hamcrest/collection/IsArrayContainingInAnyOrder"
testConstructorWithoutInstruction,"soba/core/method/asm/FastSourceValue, org/hamcrest/core/IsEqual, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, org/hamcrest/Matcher, java/lang/Object, java/lang/Class, org/hamcrest/Matchers, org/hamcrest/MatcherAssert, java/lang/Integer"
testConstructorWithSingleInstruction,"soba/core/method/asm/FastSourceValue, org/hamcrest/core/IsEqual, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, org/hamcrest/Matcher, java/lang/Object, java/lang/Class, org/hamcrest/Matchers, org/hamcrest/MatcherAssert, java/lang/Integer"
testConstructorWithArray,"soba/core/method/asm/FastSourceValue, org/hamcrest/core/IsEqual, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, org/hamcrest/Matcher, java/lang/Object, java/lang/Class, org/hamcrest/Matchers, org/hamcrest/MatcherAssert, java/lang/Integer"
testMerge,"org/hamcrest/core/Is, java/util/List, org/hamcrest/Matcher, java/util/Arrays, org/hamcrest/collection/IsArrayWithSize, java/lang/String, org/hamcrest/collection/IsIterableContainingInAnyOrder, soba/util/UtilForAssertThat, java/lang/System, soba/core/method/asm/FastSourceValue, org/hamcrest/FeatureMatcher, org/hamcrest/TypeSafeMatcher, java/util/Iterator, java/lang/Math, org/hamcrest/Description, org/hamcrest/core/IsEqual, java/lang/Iterable, org/hamcrest/TypeSafeDiagnosingMatcher, org/hamcrest/internal/ReflectiveTypeFinder, gnu/trove/list/array/TIntArrayList, org/hamcrest/MatcherAssert, java/lang/Integer, java/lang/reflect/Method, java/util/ArrayList, org/hamcrest/BaseMatcher, org/hamcrest/core/DescribedAs, java/lang/Object, java/lang/Class, org/hamcrest/Matchers, java/util/Collection, org/hamcrest/collection/IsArrayContainingInAnyOrder"
testContainsAll,"soba/core/method/asm/FastSourceValue, org/hamcrest/core/IsEqual, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, org/hamcrest/Matcher, java/lang/Object, java/lang/Class, org/hamcrest/MatcherAssert, org/hamcrest/Matchers, java/lang/Boolean"
testEquals,"soba/core/method/asm/FastSourceValue, org/hamcrest/core/IsEqual, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, org/hamcrest/Matcher, java/util/Arrays, java/lang/Object, java/lang/Class, org/hamcrest/MatcherAssert, org/hamcrest/Matchers, java/lang/Boolean"
testDataDependence01,"soba/core/ClassInfo, org/objectweb/asm/tree/InsnList, org/objectweb/asm/tree/analysis/Interpreter, org/objectweb/asm/tree/analysis/Analyzer, org/objectweb/asm/tree/analysis/Frame, soba/core/signature/TypeResolver, org/hamcrest/core/Is, org/hamcrest/core/IsNot, java/util/List, java/util/Arrays, org/hamcrest/core/IsNull, org/hamcrest/Matcher, gnu/trove/set/hash/TIntHashSet, org/hamcrest/collection/IsCollectionWithSize, gnu/trove/map/hash/TIntObjectHashMap, org/hamcrest/collection/IsArrayWithSize, java/lang/String, gnu/trove/iterator/TIntIterator, org/hamcrest/collection/IsIterableContainingInAnyOrder, soba/util/UtilForAssertThat, java/lang/System, org/objectweb/asm/tree/analysis/Subroutine, gnu/trove/impl/hash/THash, soba/core/method/asm/FastSourceValue, org/hamcrest/FeatureMatcher, org/hamcrest/TypeSafeMatcher, java/util/Iterator, soba/core/method/DataFlowEdge, soba/core/method/LocalVariables, soba/core/method/DataDependenceTest, gnu/trove/impl/hash/TObjectHash, java/lang/Math, soba/util/graph/DirectedGraph, org/objectweb/asm/tree/analysis/Value, soba/util/IntPairSet, soba/core/method/asm/DataFlowAnalyzer, java/util/HashMap, soba/core/method/OpcodeString, org/hamcrest/Description, gnu/trove/impl/hash/TIntHash, gnu/trove/impl/PrimeFinder, org/hamcrest/core/IsEqual, java/lang/Iterable, gnu/trove/map/hash/TObjectIntHashMap, soba/util/ObjectIdMap, org/hamcrest/TypeSafeDiagnosingMatcher, org/hamcrest/internal/ReflectiveTypeFinder, gnu/trove/impl/hash/TPrimitiveHash, gnu/trove/list/array/TIntArrayList, org/hamcrest/MatcherAssert, java/util/Collections, java/lang/Integer, soba/util/IntPairList, gnu/trove/impl/HashFunctions, soba/core/JavaProgram, java/lang/reflect/Method, java/util/ArrayList, org/objectweb/asm/Type, soba/core/method/DataDependence, soba/core/method/asm/DataFlowInterpreter, org/hamcrest/BaseMatcher, org/hamcrest/core/DescribedAs, org/objectweb/asm/tree/LabelNode, java/lang/Object, soba/core/MethodInfo, org/hamcrest/Matchers, java/lang/Class, java/lang/Boolean, org/objectweb/asm/tree/AbstractInsnNode, gnu/trove/impl/hash/THashPrimitiveIterator, java/util/Collection, soba/core/method/asm/FastSourceInterpreter, java/util/Map, org/hamcrest/collection/IsArrayContainingInAnyOrder"
testDataDependence02,"soba/core/ClassInfo, org/objectweb/asm/tree/InsnList, org/objectweb/asm/tree/analysis/Interpreter, org/objectweb/asm/tree/analysis/Analyzer, org/objectweb/asm/tree/analysis/Frame, org/hamcrest/core/Is, java/util/List, java/util/Arrays, org/hamcrest/core/IsNull, org/hamcrest/Matcher, gnu/trove/set/hash/TIntHashSet, org/hamcrest/collection/IsCollectionWithSize, gnu/trove/map/hash/TIntObjectHashMap, java/lang/String, java/lang/System, org/objectweb/asm/tree/analysis/Subroutine, gnu/trove/impl/hash/THash, soba/core/method/asm/FastSourceValue, org/hamcrest/FeatureMatcher, java/util/Iterator, soba/core/method/DataFlowEdge, soba/core/method/DataDependenceTest, gnu/trove/impl/hash/TObjectHash, java/lang/Math, org/objectweb/asm/tree/analysis/Value, soba/util/IntPairSet, soba/core/method/asm/DataFlowAnalyzer, java/util/HashMap, soba/core/method/OpcodeString, org/hamcrest/Description, gnu/trove/impl/hash/TIntHash, gnu/trove/impl/PrimeFinder, org/hamcrest/core/IsEqual, gnu/trove/map/hash/TObjectIntHashMap, soba/util/ObjectIdMap, org/hamcrest/TypeSafeDiagnosingMatcher, org/hamcrest/internal/ReflectiveTypeFinder, gnu/trove/impl/hash/TPrimitiveHash, gnu/trove/list/array/TIntArrayList, org/hamcrest/MatcherAssert, java/util/Collections, java/lang/Integer, gnu/trove/impl/HashFunctions, java/lang/reflect/Method, soba/core/JavaProgram, org/objectweb/asm/Type, java/util/ArrayList, soba/core/method/DataDependence, soba/core/method/asm/DataFlowInterpreter, org/hamcrest/BaseMatcher, soba/core/MethodInfo, java/lang/Object, org/hamcrest/Matchers, java/lang/Class, java/lang/Boolean, java/util/Collection, org/objectweb/asm/tree/AbstractInsnNode, org/hamcrest/core/IsNot, java/util/Map, soba/core/method/asm/FastSourceInterpreter"
testDataDependence03,"soba/core/ClassInfo, org/objectweb/asm/tree/InsnList, org/objectweb/asm/tree/analysis/Interpreter, org/objectweb/asm/tree/analysis/Analyzer, org/objectweb/asm/tree/analysis/Frame, org/hamcrest/core/Is, java/util/List, java/util/Arrays, org/hamcrest/core/IsNull, org/hamcrest/Matcher, gnu/trove/set/hash/TIntHashSet, gnu/trove/map/hash/TIntObjectHashMap, java/lang/String, java/lang/System, org/objectweb/asm/tree/analysis/Subroutine, gnu/trove/impl/hash/THash, soba/core/method/asm/FastSourceValue, java/util/Iterator, soba/core/method/DataFlowEdge, gnu/trove/impl/hash/TObjectHash, java/lang/Math, org/objectweb/asm/tree/analysis/Value, soba/util/IntPairSet, soba/core/method/asm/DataFlowAnalyzer, java/util/HashMap, soba/core/method/OpcodeString, gnu/trove/impl/hash/TIntHash, gnu/trove/impl/PrimeFinder, gnu/trove/map/hash/TObjectIntHashMap, soba/util/ObjectIdMap, gnu/trove/impl/hash/TPrimitiveHash, gnu/trove/list/array/TIntArrayList, org/hamcrest/MatcherAssert, java/util/Collections, java/lang/Integer, gnu/trove/impl/HashFunctions, soba/core/JavaProgram, org/objectweb/asm/Type, java/util/ArrayList, soba/core/method/DataDependence, soba/core/method/asm/DataFlowInterpreter, org/hamcrest/BaseMatcher, soba/core/MethodInfo, java/lang/Object, org/hamcrest/Matchers, org/objectweb/asm/tree/AbstractInsnNode, org/hamcrest/core/IsNot, java/util/Map, soba/core/method/asm/FastSourceInterpreter"
testMethodInfo01,"org/objectweb/asm/tree/InsnList, org/objectweb/asm/tree/analysis/Interpreter, org/objectweb/asm/tree/analysis/Analyzer, org/objectweb/asm/tree/analysis/Frame, java/util/List, soba/util/graph/DominanceTree, soba/util/IntPairSet, soba/core/method/asm/DataFlowAnalyzer, soba/util/ObjectIdMap, org/hamcrest/TypeSafeDiagnosingMatcher, soba/core/method/ControlDependence, soba/core/signature/TypeVisitor, org/hamcrest/internal/ReflectiveTypeFinder, gnu/trove/impl/hash/TPrimitiveHash, org/hamcrest/MatcherAssert, soba/util/IntPairList, java/util/ArrayList, soba/core/method/asm/DataFlowInterpreter, soba/util/IntPairUtil, soba/util/graph/IDirectedGraph, soba/core/MethodInfo, java/lang/Class, org/hamcrest/Matchers, org/hamcrest/collection/IsIterableContainingInOrder, java/util/Collection, gnu/trove/procedure/TIntProcedure, org/hamcrest/collection/IsArrayContainingInOrder, org/hamcrest/core/IsNull, org/hamcrest/Matcher, soba/util/graph/IDepthFirstVisitor, gnu/trove/map/hash/TIntObjectHashMap, soba/util/graph/DirectedAcyclicGraph, soba/core/signature/MethodSignatureReader, soba/util/graph/SingleRootDirectedGraph, org/hamcrest/TypeSafeMatcher, java/util/Iterator, soba/util/IntStack, java/lang/Math, gnu/trove/impl/hash/TObjectHash, soba/util/IntPairProc, org/hamcrest/Description, java/lang/Iterable, gnu/trove/map/hash/TObjectIntHashMap, java/lang/StringBuilder, gnu/trove/impl/HashFunctions, soba/core/method/DataDependence, org/hamcrest/collection/IsArrayContainingInAnyOrder, gnu/trove/procedure/TIntObjectProcedure, gnu/trove/set/hash/TIntHashSet, org/objectweb/asm/signature/SignatureVisitor, java/lang/String, org/hamcrest/collection/IsArrayWithSize, org/hamcrest/collection/IsIterableContainingInAnyOrder, soba/util/UtilForAssertThat, java/lang/System, org/objectweb/asm/tree/analysis/Subroutine, gnu/trove/impl/hash/THash, gnu/trove/set/TIntSet, org/hamcrest/FeatureMatcher, soba/core/method/DataFlowEdge, soba/util/graph/GraphUtil, gnu/trove/impl/PrimeFinder, java/lang/reflect/Method, org/objectweb/asm/Type, org/hamcrest/BaseMatcher, java/lang/Object, org/hamcrest/core/IsNot, soba/core/ClassInfo, org/hamcrest/core/Is, org/objectweb/asm/signature/SignatureReader, java/util/Arrays, soba/util/graph/DepthFirstSearch, soba/core/method/asm/FastSourceValue, soba/util/graph/DirectedGraph, org/objectweb/asm/tree/analysis/Value, java/util/HashMap, soba/core/method/OpcodeString, gnu/trove/impl/hash/TIntHash, org/hamcrest/core/IsEqual, java/util/Stack, gnu/trove/list/array/TIntArrayList, java/util/Collections, java/lang/Integer, soba/core/JavaProgram, org/hamcrest/collection/IsEmptyCollection, soba/util/IntSetStack, org/hamcrest/core/DescribedAs, org/objectweb/asm/tree/AbstractInsnNode, java/lang/Boolean, java/util/Map, soba/core/method/asm/FastSourceInterpreter"
testMethodInfo02,"org/objectweb/asm/tree/InsnList, org/objectweb/asm/tree/analysis/Interpreter, org/objectweb/asm/tree/analysis/Analyzer, org/objectweb/asm/tree/analysis/Frame, java/util/List, soba/util/graph/DominanceTree, soba/util/IntPairSet, soba/core/method/asm/DataFlowAnalyzer, soba/util/ObjectIdMap, org/hamcrest/TypeSafeDiagnosingMatcher, soba/core/method/ControlDependence, soba/core/signature/TypeVisitor, org/hamcrest/internal/ReflectiveTypeFinder, gnu/trove/impl/hash/TPrimitiveHash, org/hamcrest/MatcherAssert, soba/util/IntPairList, java/util/ArrayList, soba/core/method/asm/DataFlowInterpreter, soba/util/IntPairUtil, soba/util/graph/IDirectedGraph, soba/core/MethodInfo, java/lang/Class, org/hamcrest/Matchers, org/hamcrest/collection/IsIterableContainingInOrder, java/util/Collection, gnu/trove/procedure/TIntProcedure, org/hamcrest/collection/IsArrayContainingInOrder, org/hamcrest/core/IsNull, org/hamcrest/Matcher, soba/util/graph/IDepthFirstVisitor, gnu/trove/map/hash/TIntObjectHashMap, soba/util/graph/DirectedAcyclicGraph, soba/core/signature/MethodSignatureReader, soba/util/graph/SingleRootDirectedGraph, org/hamcrest/TypeSafeMatcher, java/util/Iterator, soba/util/IntStack, java/lang/Math, gnu/trove/impl/hash/TObjectHash, soba/core/method/FieldAccess, soba/util/IntPairProc, org/hamcrest/Description, java/lang/Iterable, gnu/trove/map/hash/TObjectIntHashMap, java/lang/StringBuilder, gnu/trove/impl/HashFunctions, soba/core/method/DataDependence, org/hamcrest/collection/IsArrayContainingInAnyOrder, gnu/trove/procedure/TIntObjectProcedure, gnu/trove/set/hash/TIntHashSet, org/objectweb/asm/signature/SignatureVisitor, java/lang/String, org/hamcrest/collection/IsIterableContainingInAnyOrder, soba/util/UtilForAssertThat, java/lang/System, org/objectweb/asm/tree/analysis/Subroutine, gnu/trove/impl/hash/THash, gnu/trove/set/TIntSet, org/hamcrest/FeatureMatcher, soba/core/method/DataFlowEdge, soba/util/graph/GraphUtil, soba/core/method/CallSite, gnu/trove/impl/PrimeFinder, java/lang/reflect/Method, org/objectweb/asm/tree/MethodInsnNode, org/objectweb/asm/Type, org/hamcrest/BaseMatcher, java/lang/Object, org/hamcrest/core/IsNot, soba/core/ClassInfo, org/hamcrest/core/Is, org/objectweb/asm/signature/SignatureReader, java/util/Arrays, org/hamcrest/collection/IsCollectionWithSize, soba/util/graph/DepthFirstSearch, soba/core/method/asm/FastSourceValue, org/objectweb/asm/tree/FieldInsnNode, soba/util/graph/DirectedGraph, org/objectweb/asm/tree/analysis/Value, java/util/HashMap, soba/core/method/OpcodeString, gnu/trove/impl/hash/TIntHash, org/hamcrest/core/IsEqual, java/util/Stack, gnu/trove/list/array/TIntArrayList, java/util/Collections, java/lang/Integer, soba/core/JavaProgram, soba/util/IntSetStack, org/objectweb/asm/tree/AbstractInsnNode, java/lang/Boolean, java/util/Map, soba/core/method/asm/FastSourceInterpreter"
testClasses,"org/hamcrest/core/Is, java/util/List, org/hamcrest/Matcher, java/lang/String, org/hamcrest/collection/IsIterableContainingInAnyOrder, org/hamcrest/TypeSafeMatcher, java/util/Iterator, org/hamcrest/Description, org/hamcrest/core/IsEqual, java/lang/Iterable, org/hamcrest/TypeSafeDiagnosingMatcher, soba/core/ClassHierarchy, org/hamcrest/internal/ReflectiveTypeFinder, org/hamcrest/MatcherAssert, java/lang/Integer, java/lang/reflect/Method, org/hamcrest/collection/IsEmptyCollection, java/util/ArrayList, org/hamcrest/BaseMatcher, java/lang/Object, java/lang/Class, org/hamcrest/Matchers, java/util/Collection, java/util/Map"
testGetClassInfo,"org/hamcrest/core/IsEqual, org/hamcrest/core/Is, soba/core/ClassHierarchy, org/hamcrest/core/IsNull, org/hamcrest/BaseMatcher, org/hamcrest/Matcher, java/lang/Object, java/lang/Class, org/hamcrest/MatcherAssert, org/hamcrest/Matchers, java/util/Set, java/util/Map"
testGetSuperClass,"org/hamcrest/core/IsEqual, org/hamcrest/core/Is, soba/core/ClassHierarchy, org/hamcrest/core/IsNull, org/hamcrest/BaseMatcher, org/hamcrest/Matcher, java/lang/Object, java/lang/Class, org/hamcrest/MatcherAssert, org/hamcrest/Matchers, java/lang/String, java/util/Set, java/util/Map"
testIsSamePackage,"soba/core/ClassInfo, org/hamcrest/core/IsEqual, org/hamcrest/core/Is, soba/core/ClassHierarchy, org/hamcrest/BaseMatcher, org/hamcrest/Matcher, java/lang/Object, java/lang/Class, org/hamcrest/MatcherAssert, org/hamcrest/Matchers, java/lang/Boolean, java/lang/String, java/util/Set, java/util/Map"
testGetSubtypes,"org/hamcrest/core/Is, java/util/List, org/hamcrest/Matcher, java/lang/String, org/hamcrest/collection/IsIterableContainingInAnyOrder, org/hamcrest/TypeSafeMatcher, java/util/Iterator, org/hamcrest/Description, org/hamcrest/core/IsEqual, java/lang/Iterable, org/hamcrest/TypeSafeDiagnosingMatcher, soba/core/ClassHierarchy, org/hamcrest/internal/ReflectiveTypeFinder, org/hamcrest/MatcherAssert, java/lang/reflect/Method, org/hamcrest/collection/IsEmptyCollection, java/util/ArrayList, org/hamcrest/BaseMatcher, java/lang/Object, java/lang/Class, org/hamcrest/Matchers, java/util/Collection, java/util/Map"
testGetAllSubtypes,"java/util/List, org/hamcrest/Matcher, java/lang/String, org/hamcrest/collection/IsIterableContainingInAnyOrder, java/util/Set, java/util/Iterator, org/hamcrest/Description, org/hamcrest/core/IsEqual, java/lang/Iterable, org/hamcrest/TypeSafeDiagnosingMatcher, soba/core/ClassHierarchy, org/hamcrest/internal/ReflectiveTypeFinder, java/util/Stack, org/hamcrest/MatcherAssert, java/lang/reflect/Method, java/util/ArrayList, java/util/HashSet, org/hamcrest/BaseMatcher, java/lang/Object, java/lang/Class, org/hamcrest/Matchers, java/util/Collection, java/util/Map"
testListAllSuperTypes,"java/util/List, org/hamcrest/Matcher, java/lang/String, java/util/LinkedList, org/hamcrest/collection/IsIterableContainingInAnyOrder, java/util/Set, java/util/Iterator, org/hamcrest/Description, org/hamcrest/core/IsEqual, java/lang/Iterable, org/hamcrest/TypeSafeDiagnosingMatcher, soba/core/ClassHierarchy, org/hamcrest/internal/ReflectiveTypeFinder, org/hamcrest/MatcherAssert, java/lang/reflect/Method, java/util/Queue, java/util/ArrayList, java/util/HashSet, org/hamcrest/BaseMatcher, java/lang/Object, java/lang/Class, org/hamcrest/Matchers, java/util/Collection, java/util/Map"
testGetSuperInterfaces,"org/hamcrest/core/Is, java/util/List, org/hamcrest/Matcher, java/lang/String, org/hamcrest/collection/IsIterableContainingInAnyOrder, org/hamcrest/TypeSafeMatcher, java/util/Iterator, org/hamcrest/Description, org/hamcrest/core/IsEqual, java/lang/Iterable, org/hamcrest/TypeSafeDiagnosingMatcher, soba/core/ClassHierarchy, org/hamcrest/internal/ReflectiveTypeFinder, org/hamcrest/MatcherAssert, java/lang/reflect/Method, org/hamcrest/collection/IsEmptyCollection, java/util/ArrayList, org/hamcrest/BaseMatcher, java/lang/Object, java/lang/Class, org/hamcrest/Matchers, java/util/Collection, java/util/Map"
testResolveCall01,"soba/core/ClassInfo, java/util/List, org/hamcrest/Matcher, java/lang/String, org/hamcrest/collection/IsIterableContainingInAnyOrder, java/util/Iterator, org/hamcrest/Description, soba/core/ClassHierarchyTest, org/hamcrest/core/IsEqual, java/lang/Iterable, org/hamcrest/TypeSafeDiagnosingMatcher, soba/core/ClassHierarchy, org/hamcrest/internal/ReflectiveTypeFinder, org/hamcrest/MatcherAssert, java/lang/reflect/Method, java/util/ArrayList, org/hamcrest/BaseMatcher, soba/core/MethodInfo, java/lang/Object, org/hamcrest/Matchers, java/lang/Class, java/util/Collection, java/util/Map"
testResolveCall02,"soba/core/ClassInfo, java/util/List, org/hamcrest/Matcher, java/lang/String, org/hamcrest/collection/IsIterableContainingInAnyOrder, java/util/Set, java/util/Iterator, org/hamcrest/Description, soba/core/ClassHierarchyTest, org/hamcrest/core/IsEqual, java/lang/Iterable, org/hamcrest/TypeSafeDiagnosingMatcher, soba/core/ClassHierarchy, org/hamcrest/internal/ReflectiveTypeFinder, java/util/Stack, org/hamcrest/MatcherAssert, java/lang/reflect/Method, java/util/ArrayList, java/util/HashSet, org/hamcrest/BaseMatcher, soba/core/MethodInfo, java/lang/Object, org/hamcrest/Matchers, java/lang/Class, java/util/Collection, java/util/Map"
testResolveCall03,"soba/core/ClassInfo, java/util/List, org/hamcrest/Matcher, java/lang/String, org/hamcrest/collection/IsIterableContainingInAnyOrder, java/util/Set, java/util/Iterator, org/hamcrest/Description, soba/core/ClassHierarchyTest, org/hamcrest/core/IsEqual, java/lang/Iterable, org/hamcrest/TypeSafeDiagnosingMatcher, soba/core/ClassHierarchy, org/hamcrest/internal/ReflectiveTypeFinder, java/util/Stack, org/hamcrest/MatcherAssert, java/lang/reflect/Method, java/util/ArrayList, java/util/HashSet, org/hamcrest/BaseMatcher, soba/core/MethodInfo, java/lang/Object, org/hamcrest/Matchers, java/lang/Class, java/util/Collection, java/util/Map"
testResolveCall04,"soba/core/ClassInfo, java/util/List, org/hamcrest/Matcher, java/lang/String, org/hamcrest/collection/IsIterableContainingInAnyOrder, java/util/Set, java/util/Iterator, org/hamcrest/Description, soba/core/ClassHierarchyTest, org/hamcrest/core/IsEqual, java/lang/Iterable, org/hamcrest/TypeSafeDiagnosingMatcher, soba/core/ClassHierarchy, org/hamcrest/internal/ReflectiveTypeFinder, java/util/Stack, org/hamcrest/MatcherAssert, java/lang/reflect/Method, java/util/ArrayList, java/util/HashSet, org/hamcrest/BaseMatcher, soba/core/MethodInfo, java/lang/Object, org/hamcrest/Matchers, java/lang/Class, java/util/Collection, java/util/Map"
testResolveCall05,"soba/core/ClassInfo, java/util/List, org/hamcrest/Matcher, java/lang/String, org/hamcrest/collection/IsIterableContainingInAnyOrder, java/util/Set, java/util/Iterator, org/hamcrest/Description, soba/core/ClassHierarchyTest, org/hamcrest/core/IsEqual, java/lang/Iterable, org/hamcrest/TypeSafeDiagnosingMatcher, soba/core/ClassHierarchy, org/hamcrest/internal/ReflectiveTypeFinder, java/util/Stack, org/hamcrest/MatcherAssert, java/lang/reflect/Method, java/util/ArrayList, java/util/HashSet, org/hamcrest/BaseMatcher, soba/core/MethodInfo, java/lang/Object, org/hamcrest/Matchers, java/lang/Class, java/util/Collection, java/util/Map"
testResolveCall06,"soba/core/ClassInfo, java/util/List, org/hamcrest/Matcher, java/lang/String, org/hamcrest/collection/IsIterableContainingInAnyOrder, java/util/Set, java/util/Iterator, org/hamcrest/Description, soba/core/ClassHierarchyTest, org/hamcrest/core/IsEqual, java/lang/Iterable, org/hamcrest/TypeSafeDiagnosingMatcher, soba/core/ClassHierarchy, org/hamcrest/internal/ReflectiveTypeFinder, java/util/Stack, org/hamcrest/MatcherAssert, java/lang/reflect/Method, java/util/ArrayList, java/util/HashSet, org/hamcrest/BaseMatcher, soba/core/MethodInfo, java/lang/Object, org/hamcrest/Matchers, java/lang/Class, java/util/Collection, java/util/Map"
testFields,"soba/core/ClassInfo, org/hamcrest/core/IsEqual, org/hamcrest/core/Is, java/util/Iterator, java/util/List, soba/core/ClassHierarchy, org/hamcrest/BaseMatcher, org/hamcrest/Matcher, java/lang/Object, java/lang/Class, org/hamcrest/MatcherAssert, org/hamcrest/Matchers, soba/core/method/FieldAccess, java/lang/String, soba/core/FieldInfo, java/util/Stack, java/util/Map"
testFreeze,"org/hamcrest/core/IsEqual, java/util/ArrayList, org/hamcrest/core/Is, soba/core/ClassHierarchy, org/hamcrest/BaseMatcher, org/hamcrest/Matcher, java/lang/Object, java/lang/RuntimeException, org/hamcrest/MatcherAssert, org/hamcrest/Matchers, java/lang/Boolean, java/lang/Class"
testJavaProgram01,"org/hamcrest/core/Is, org/hamcrest/core/IsNull, org/hamcrest/Matcher, org/hamcrest/collection/IsCollectionWithSize, java/lang/String, org/hamcrest/FeatureMatcher, org/hamcrest/TypeSafeMatcher, org/hamcrest/Description, org/hamcrest/core/IsEqual, org/hamcrest/TypeSafeDiagnosingMatcher, org/hamcrest/internal/ReflectiveTypeFinder, org/hamcrest/MatcherAssert, java/lang/Integer, java/lang/reflect/Method, soba/core/JavaProgram, org/hamcrest/collection/IsEmptyCollection, org/hamcrest/BaseMatcher, java/lang/Object, java/lang/Class, org/hamcrest/Matchers, java/util/Collection, org/hamcrest/core/IsNot, java/util/Map"
