130,soba.util.ObjectIdMap,file:/home/sugiyma111/soba/target/classes/soba/util/ObjectIdMap.class,9,-1,Loader@3d4eac69:soba/util/ObjectIdMap
131,gnu.trove.impl.hash.TObjectHash,jar:file:/home/sugiyma111/.m2/repository/net/sf/trove4j/trove4j/3.0.3/trove4j-3.0.3.jar!/gnu/trove/impl/hash/TObjectHash.class,14,-1,Loader@3d4eac69:gnu/trove/impl/hash/TObjectHash
132,gnu.trove.map.hash.TObjectIntHashMap,jar:file:/home/sugiyma111/.m2/repository/net/sf/trove4j/trove4j/3.0.3/trove4j-3.0.3.jar!/gnu/trove/map/hash/TObjectIntHashMap.class,131,-1,Loader@3d4eac69:gnu/trove/map/hash/TObjectIntHashMap
133,gnu.trove.map.hash.TObjectIntHashMap$1,jar:file:/home/sugiyma111/.m2/repository/net/sf/trove4j/trove4j/3.0.3/trove4j-3.0.3.jar!/gnu/trove/map/hash/TObjectIntHashMap$1.class,9,-1,Loader@3d4eac69:gnu/trove/map/hash/TObjectIntHashMap$1
134,org.objectweb.asm.tree.AbstractInsnNode[],,9,104,Loader@3d4eac69:[Lorg/objectweb/asm/tree/AbstractInsnNode;
135,java.lang.Enum,jrt:/java.base/java/lang/Enum.class,9,-1,Loader@0:java/lang/Enum
136,soba.core.method.CallSite$Kind,file:/home/sugiyma111/soba/target/classes/soba/core/method/CallSite$Kind.class,135,-1,Loader@3d4eac69:soba/core/method/CallSite$Kind
137,soba.core.method.CallSite,file:/home/sugiyma111/soba/target/classes/soba/core/method/CallSite.class,9,-1,Loader@3d4eac69:soba/core/method/CallSite
138,soba.core.MethodInfo[],,9,120,Loader@3d4eac69:[Lsoba/core/MethodInfo;
139,java.util.AbstractSet,jrt:/java.base/java/util/AbstractSet.class,95,-1,Loader@0:java/util/AbstractSet
140,java.util.HashSet,jrt:/java.base/java/util/HashSet.class,139,-1,Loader@0:java/util/HashSet
141,java.util.Collections$UnmodifiableCollection,jrt:/java.base/java/util/Collections$UnmodifiableCollection.class,9,-1,Loader@0:java/util/Collections$UnmodifiableCollection
142,java.util.Collections$UnmodifiableList,jrt:/java.base/java/util/Collections$UnmodifiableList.class,141,-1,Loader@0:java/util/Collections$UnmodifiableList
143,java.util.Collections$UnmodifiableRandomAccessList,jrt:/java.base/java/util/Collections$UnmodifiableRandomAccessList.class,142,-1,Loader@0:java/util/Collections$UnmodifiableRandomAccessList
144,soba.util.callgraph.CallGraphTest,file:/home/sugiyma111/soba/target/test-classes/soba/util/callgraph/CallGraphTest.class,9,-1,Loader@3d4eac69:soba/util/callgraph/CallGraphTest
