Name,Libraries
testResolveCall06,"java/lang/Iterable, soba/core/ClassHierarchyTest, java/lang/String, org/hamcrest/Matchers, java/util/Collection, java/util/Map, org/hamcrest/Matcher, soba/core/ClassInfo, java/util/Set, org/hamcrest/MatcherAssert, java/util/HashSet, java/lang/Class, org/hamcrest/BaseMatcher, soba/core/ClassHierarchy, org/hamcrest/internal/ReflectiveTypeFinder, java/util/Iterator, org/hamcrest/TypeSafeDiagnosingMatcher, org/hamcrest/Description, org/hamcrest/core/IsEqual, java/util/List, java/lang/reflect/Method, java/lang/Object, soba/core/MethodInfo, org/hamcrest/collection/IsIterableContainingInAnyOrder, java/util/Stack, java/util/ArrayList"
testFields,"org/hamcrest/Matchers, java/util/List, java/util/Map, org/hamcrest/Matcher, org/hamcrest/core/IsEqual, java/lang/Class, soba/core/ClassInfo, java/lang/Object, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, soba/core/ClassHierarchy, java/util/Iterator, java/util/Stack, soba/core/method/FieldAccess, soba/core/FieldInfo, java/lang/String, org/hamcrest/MatcherAssert"
testFreeze,"org/hamcrest/Matchers, org/hamcrest/Matcher, java/lang/Class, java/lang/Boolean, java/lang/Object, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, soba/core/ClassHierarchy, org/hamcrest/core/IsEqual, java/lang/RuntimeException, java/util/ArrayList, org/hamcrest/MatcherAssert"
testMethodInfo01,"gnu/trove/list/array/TIntArrayList, soba/core/method/asm/DataFlowAnalyzer, gnu/trove/impl/hash/TObjectHash, soba/util/graph/DominanceTree, soba/util/IntPairSet, soba/util/IntPairList, soba/util/graph/GraphUtil, org/hamcrest/Matcher, org/objectweb/asm/Type, soba/core/ClassInfo, gnu/trove/set/hash/TIntHashSet, soba/core/signature/TypeVisitor, org/objectweb/asm/tree/analysis/Analyzer, org/hamcrest/core/IsNull, org/objectweb/asm/tree/analysis/Subroutine, java/util/HashMap, org/hamcrest/core/IsNot, gnu/trove/procedure/TIntObjectProcedure, java/lang/reflect/Method, org/hamcrest/collection/IsEmptyCollection, org/hamcrest/collection/IsIterableContainingInAnyOrder, gnu/trove/impl/hash/TIntHash, java/util/Arrays, org/hamcrest/collection/IsArrayContainingInAnyOrder, soba/util/graph/DirectedAcyclicGraph, org/objectweb/asm/signature/SignatureReader, gnu/trove/impl/hash/TPrimitiveHash, org/hamcrest/MatcherAssert, soba/util/IntPairUtil, soba/util/graph/DepthFirstSearch, org/hamcrest/core/IsEqual, org/hamcrest/TypeSafeDiagnosingMatcher, soba/util/graph/DirectedGraph, soba/util/IntPairProc, org/hamcrest/TypeSafeMatcher, java/lang/Boolean, org/objectweb/asm/tree/analysis/Interpreter, java/util/ArrayList, java/lang/Math, soba/util/ObjectIdMap, org/hamcrest/core/DescribedAs, java/lang/Integer, org/hamcrest/Matchers, gnu/trove/impl/HashFunctions, soba/core/method/DataFlowEdge, soba/util/IntSetStack, soba/util/graph/IDepthFirstVisitor, java/util/Map, gnu/trove/procedure/TIntProcedure, soba/util/graph/IDirectedGraph, org/hamcrest/collection/IsArrayWithSize, org/objectweb/asm/tree/analysis/Frame, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, org/hamcrest/internal/ReflectiveTypeFinder, java/util/Iterator, gnu/trove/map/hash/TIntObjectHashMap, java/util/List, org/objectweb/asm/tree/analysis/Value, soba/core/method/ControlDependence, soba/util/UtilForAssertThat, org/hamcrest/Description, soba/core/method/OpcodeString, java/util/Collections, soba/core/method/asm/FastSourceInterpreter, soba/core/method/asm/FastSourceValue, java/lang/Iterable, soba/util/graph/SingleRootDirectedGraph, java/lang/String, java/util/Collection, gnu/trove/map/hash/TObjectIntHashMap, org/objectweb/asm/tree/AbstractInsnNode, soba/core/method/asm/DataFlowInterpreter, org/objectweb/asm/tree/InsnList, soba/core/method/DataDependence, org/hamcrest/FeatureMatcher, gnu/trove/impl/PrimeFinder, java/lang/System, java/lang/Class, org/objectweb/asm/signature/SignatureVisitor, org/hamcrest/collection/IsIterableContainingInOrder, gnu/trove/set/TIntSet, soba/core/JavaProgram, java/lang/StringBuilder, gnu/trove/impl/hash/THash, soba/util/IntStack, org/hamcrest/collection/IsArrayContainingInOrder, java/lang/Object, soba/core/MethodInfo, soba/core/signature/MethodSignatureReader, java/util/Stack"
testMethodInfo02,"gnu/trove/list/array/TIntArrayList, soba/core/method/asm/DataFlowAnalyzer, gnu/trove/impl/hash/TObjectHash, soba/util/graph/DominanceTree, soba/util/IntPairSet, soba/util/IntPairList, soba/util/graph/GraphUtil, org/hamcrest/Matcher, org/objectweb/asm/Type, soba/core/ClassInfo, gnu/trove/set/hash/TIntHashSet, soba/core/signature/TypeVisitor, org/objectweb/asm/tree/analysis/Analyzer, org/hamcrest/core/IsNull, org/objectweb/asm/tree/analysis/Subroutine, java/util/HashMap, org/hamcrest/core/IsNot, gnu/trove/procedure/TIntObjectProcedure, java/lang/reflect/Method, java/lang/Enum, org/hamcrest/collection/IsIterableContainingInAnyOrder, gnu/trove/impl/hash/TIntHash, java/util/Arrays, org/hamcrest/collection/IsArrayContainingInAnyOrder, org/objectweb/asm/tree/FieldInsnNode, soba/util/graph/DirectedAcyclicGraph, org/objectweb/asm/signature/SignatureReader, gnu/trove/impl/hash/TPrimitiveHash, org/hamcrest/MatcherAssert, soba/util/IntPairUtil, soba/util/graph/DepthFirstSearch, org/hamcrest/core/IsEqual, org/hamcrest/TypeSafeDiagnosingMatcher, soba/util/graph/DirectedGraph, soba/util/IntPairProc, org/hamcrest/TypeSafeMatcher, java/lang/Boolean, org/objectweb/asm/tree/MethodInsnNode, org/objectweb/asm/tree/analysis/Interpreter, java/util/ArrayList, java/lang/Math, soba/util/ObjectIdMap, java/lang/Integer, org/hamcrest/Matchers, gnu/trove/impl/HashFunctions, soba/core/method/DataFlowEdge, soba/util/IntSetStack, soba/util/graph/IDepthFirstVisitor, java/util/Map, gnu/trove/procedure/TIntProcedure, soba/util/graph/IDirectedGraph, org/objectweb/asm/tree/analysis/Frame, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, org/hamcrest/internal/ReflectiveTypeFinder, java/util/Iterator, gnu/trove/map/hash/TIntObjectHashMap, java/util/List, org/objectweb/asm/tree/analysis/Value, soba/core/method/ControlDependence, soba/util/UtilForAssertThat, org/hamcrest/Description, soba/core/method/OpcodeString, soba/core/method/FieldAccess, soba/core/method/asm/FastSourceInterpreter, java/util/Collections, soba/core/method/asm/FastSourceValue, java/lang/Iterable, org/hamcrest/collection/IsCollectionWithSize, soba/util/graph/SingleRootDirectedGraph, java/lang/String, java/util/Collection, gnu/trove/map/hash/TObjectIntHashMap, org/objectweb/asm/tree/AbstractInsnNode, soba/core/method/asm/DataFlowInterpreter, org/objectweb/asm/tree/InsnList, soba/core/method/CallSite, soba/core/method/DataDependence, org/hamcrest/FeatureMatcher, gnu/trove/impl/PrimeFinder, java/lang/System, java/lang/Class, org/objectweb/asm/signature/SignatureVisitor, org/hamcrest/collection/IsIterableContainingInOrder, gnu/trove/set/TIntSet, soba/core/JavaProgram, java/lang/StringBuilder, gnu/trove/impl/hash/THash, soba/util/IntStack, org/hamcrest/collection/IsArrayContainingInOrder, java/lang/Object, soba/core/MethodInfo, soba/core/signature/MethodSignatureReader, java/util/Stack"
testGetTypeName,"org/hamcrest/Matchers, java/lang/String, org/hamcrest/Matcher, java/util/Map, java/lang/StringBuilder, java/lang/Class, java/lang/Object, org/objectweb/asm/signature/SignatureReader, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, org/objectweb/asm/signature/SignatureVisitor, org/hamcrest/core/IsEqual, soba/core/signature/TypeResolver, soba/core/signature/TypeVisitor, org/hamcrest/MatcherAssert"
testGetLocalVertex,"gnu/trove/impl/hash/TIntHash, soba/core/method/LocalVariables, java/lang/Integer, org/hamcrest/Matchers, gnu/trove/impl/HashFunctions, soba/util/IntPairSet, org/hamcrest/Matcher, gnu/trove/set/hash/TIntHashSet, org/objectweb/asm/tree/AbstractInsnNode, org/objectweb/asm/tree/InsnList, org/hamcrest/MatcherAssert, java/lang/Class, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, org/hamcrest/core/IsEqual, gnu/trove/map/hash/TIntObjectHashMap, java/lang/Object, soba/core/MethodInfo, soba/core/vta/MethodVertices, java/util/ArrayList"
testGetReturnVertex,"org/hamcrest/Matchers, org/hamcrest/Matcher, java/lang/Class, java/lang/Object, soba/core/vta/MethodVertices, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, org/hamcrest/core/IsEqual, java/lang/Integer, org/hamcrest/MatcherAssert"
testGetFormalVertex,"org/hamcrest/Matchers, org/hamcrest/Matcher, java/lang/Class, java/lang/Object, soba/core/vta/MethodVertices, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, org/hamcrest/core/IsEqual, java/lang/Integer, org/hamcrest/MatcherAssert"
testHasFormalVertex,"org/hamcrest/Matchers, org/hamcrest/Matcher, java/lang/Class, java/lang/Boolean, java/lang/Object, soba/core/vta/MethodVertices, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, org/hamcrest/core/IsEqual, org/hamcrest/MatcherAssert"
testGetVertexCount,"org/hamcrest/Matchers, org/hamcrest/Matcher, java/lang/Class, java/lang/Object, soba/core/vta/MethodVertices, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, org/hamcrest/core/IsEqual, java/lang/Integer, org/hamcrest/MatcherAssert"
testGetTypeName,"org/hamcrest/Matchers, org/hamcrest/Matcher, java/lang/Class, java/lang/Object, soba/core/vta/MethodVertices, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, org/hamcrest/core/IsEqual, java/util/ArrayList, org/hamcrest/MatcherAssert"
testIsObjectParam,"org/hamcrest/Matchers, org/hamcrest/Matcher, java/lang/Class, java/lang/Boolean, java/lang/Object, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, soba/core/vta/CallSiteVertices, org/hamcrest/core/IsEqual, org/hamcrest/MatcherAssert"
testGetParamVertexId,"org/hamcrest/Matchers, org/hamcrest/Matcher, java/lang/Class, java/lang/Object, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, soba/core/vta/CallSiteVertices, org/hamcrest/core/IsEqual, java/lang/Integer, org/hamcrest/MatcherAssert"
testGetParamCount,"org/hamcrest/Matchers, org/hamcrest/Matcher, java/lang/Class, java/lang/Object, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, soba/core/vta/CallSiteVertices, org/hamcrest/core/IsEqual, java/lang/Integer, org/hamcrest/MatcherAssert"
testHasReturnValue,"org/hamcrest/Matchers, org/hamcrest/Matcher, java/lang/Class, java/lang/Boolean, java/lang/Object, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, soba/core/vta/CallSiteVertices, org/hamcrest/core/IsEqual, org/hamcrest/MatcherAssert"
testGetReturnValueVertex,"org/hamcrest/Matchers, org/hamcrest/Matcher, java/lang/Class, java/lang/Object, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, soba/core/vta/CallSiteVertices, org/hamcrest/core/IsEqual, java/lang/Integer, org/hamcrest/MatcherAssert"
testGetVertexCount,"org/hamcrest/Matchers, org/hamcrest/Matcher, java/lang/Class, java/lang/Object, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, soba/core/vta/CallSiteVertices, org/hamcrest/core/IsEqual, java/lang/Integer, org/hamcrest/MatcherAssert"
testGetVertex,"org/hamcrest/Matchers, org/hamcrest/Matcher, java/lang/Class, java/lang/Object, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, soba/core/vta/CallSiteVertices, org/hamcrest/core/IsEqual, java/lang/Integer, org/hamcrest/MatcherAssert"
testGetTypeName,"org/hamcrest/Matchers, org/hamcrest/Matcher, java/lang/Class, java/lang/Object, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, soba/core/vta/CallSiteVertices, org/hamcrest/core/IsEqual, org/hamcrest/MatcherAssert"
testGetReturnValueTypeName,"org/hamcrest/Matchers, org/hamcrest/Matcher, java/lang/Class, java/lang/Object, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, soba/core/vta/CallSiteVertices, org/hamcrest/core/IsEqual, org/hamcrest/MatcherAssert"
testResolveCall01,"gnu/trove/impl/hash/TIntHash, java/lang/Iterable, java/util/Arrays, soba/util/ObjectIdMap, soba/core/vta/CallSiteVertices, soba/core/vta/TypeSetManager, java/lang/Integer, java/lang/String, org/hamcrest/Matchers, gnu/trove/impl/HashFunctions, java/util/Collection, java/util/Map, soba/core/vta/VTAResolver, org/hamcrest/Matcher, soba/core/ClassInfo, org/objectweb/asm/tree/AbstractInsnNode, org/objectweb/asm/tree/InsnList, soba/core/method/CallSite, org/hamcrest/MatcherAssert, java/util/HashSet, java/lang/Class, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, soba/core/ClassHierarchy, org/hamcrest/internal/ReflectiveTypeFinder, java/util/Iterator, org/hamcrest/core/IsEqual, org/hamcrest/TypeSafeDiagnosingMatcher, org/hamcrest/Description, gnu/trove/map/hash/TIntObjectHashMap, soba/core/JavaProgram, soba/core/vta/IAnalysisTarget, java/util/List, java/lang/reflect/Method, java/lang/Object, soba/core/MethodInfo, org/objectweb/asm/tree/MethodInsnNode, soba/core/vta/TypeSet, org/hamcrest/collection/IsIterableContainingInAnyOrder, java/util/Stack, soba/core/vta/VTAResolverTest, java/util/ArrayList"
testResolveCall02,"gnu/trove/impl/hash/TIntHash, java/lang/Iterable, java/util/Arrays, soba/util/ObjectIdMap, soba/core/vta/CallSiteVertices, soba/core/vta/TypeSetManager, java/lang/Integer, java/lang/String, org/hamcrest/Matchers, gnu/trove/impl/HashFunctions, java/util/Collection, java/util/Map, soba/core/vta/VTAResolver, org/hamcrest/Matcher, soba/core/ClassInfo, org/objectweb/asm/tree/AbstractInsnNode, org/objectweb/asm/tree/InsnList, soba/core/method/CallSite, org/hamcrest/MatcherAssert, java/util/HashSet, java/lang/Class, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, soba/core/ClassHierarchy, org/hamcrest/internal/ReflectiveTypeFinder, java/util/Iterator, org/hamcrest/core/IsEqual, org/hamcrest/TypeSafeDiagnosingMatcher, org/hamcrest/Description, gnu/trove/map/hash/TIntObjectHashMap, soba/core/JavaProgram, soba/core/vta/IAnalysisTarget, java/util/List, java/lang/reflect/Method, java/lang/Object, soba/core/MethodInfo, org/objectweb/asm/tree/MethodInsnNode, soba/core/vta/TypeSet, org/hamcrest/collection/IsIterableContainingInAnyOrder, java/util/Stack, soba/core/vta/VTAResolverTest, java/util/ArrayList"
testResolvedCall03,"gnu/trove/impl/hash/TIntHash, java/lang/Iterable, java/util/Arrays, soba/util/ObjectIdMap, soba/core/vta/CallSiteVertices, soba/core/vta/TypeSetManager, java/lang/String, org/hamcrest/Matchers, gnu/trove/impl/HashFunctions, java/util/Collection, java/util/Map, soba/core/vta/VTAResolver, org/hamcrest/Matcher, soba/core/ClassInfo, org/objectweb/asm/tree/AbstractInsnNode, org/objectweb/asm/tree/InsnList, soba/core/method/CallSite, org/hamcrest/MatcherAssert, java/util/HashSet, java/lang/Class, org/hamcrest/BaseMatcher, soba/core/ClassHierarchy, org/hamcrest/internal/ReflectiveTypeFinder, java/util/Iterator, org/hamcrest/TypeSafeDiagnosingMatcher, org/hamcrest/Description, org/hamcrest/core/IsEqual, gnu/trove/map/hash/TIntObjectHashMap, soba/core/JavaProgram, soba/core/vta/IAnalysisTarget, java/util/List, java/lang/reflect/Method, java/lang/Object, soba/core/MethodInfo, org/objectweb/asm/tree/MethodInsnNode, soba/core/vta/TypeSet, org/hamcrest/collection/IsIterableContainingInAnyOrder, java/util/Stack, soba/core/vta/VTAResolverTest, java/util/ArrayList"
testResolvedCall04,"gnu/trove/impl/hash/TIntHash, java/lang/Iterable, java/util/Arrays, soba/util/ObjectIdMap, soba/core/vta/CallSiteVertices, org/hamcrest/core/DescribedAs, soba/core/vta/TypeSetManager, java/lang/Integer, java/lang/String, org/hamcrest/Matchers, gnu/trove/impl/HashFunctions, java/util/Collection, java/util/Map, soba/core/vta/VTAResolver, org/hamcrest/Matcher, soba/core/ClassInfo, org/objectweb/asm/tree/AbstractInsnNode, org/objectweb/asm/tree/InsnList, soba/core/method/CallSite, org/hamcrest/MatcherAssert, org/hamcrest/FeatureMatcher, java/util/HashSet, java/lang/Class, org/hamcrest/collection/IsArrayWithSize, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, soba/core/ClassHierarchy, org/hamcrest/internal/ReflectiveTypeFinder, java/util/Iterator, org/hamcrest/TypeSafeDiagnosingMatcher, org/hamcrest/Description, org/hamcrest/core/IsEqual, gnu/trove/map/hash/TIntObjectHashMap, soba/core/JavaProgram, soba/core/vta/IAnalysisTarget, java/util/List, java/lang/reflect/Method, java/lang/Object, soba/core/MethodInfo, org/objectweb/asm/tree/MethodInsnNode, soba/core/vta/TypeSet, org/hamcrest/collection/IsIterableContainingInAnyOrder, java/util/Stack, soba/core/vta/VTAResolverTest, java/util/ArrayList"
testResolveCall05,"java/util/List, java/lang/String, java/util/Map, soba/core/ClassInfo, soba/core/MethodInfo, org/objectweb/asm/tree/AbstractInsnNode, java/util/Iterator, org/objectweb/asm/tree/InsnList, soba/core/JavaProgram"
testLoopBinding,"gnu/trove/impl/hash/TIntHash, java/lang/Iterable, java/util/Arrays, soba/util/ObjectIdMap, soba/core/vta/CallSiteVertices, soba/core/vta/TypeSetManager, java/lang/String, org/hamcrest/Matchers, gnu/trove/impl/HashFunctions, java/util/Collection, java/util/Map, soba/core/vta/VTAResolver, org/hamcrest/Matcher, soba/core/ClassInfo, org/objectweb/asm/tree/AbstractInsnNode, org/objectweb/asm/tree/InsnList, soba/core/method/CallSite, org/hamcrest/MatcherAssert, java/util/HashSet, java/lang/Class, org/hamcrest/BaseMatcher, soba/core/ClassHierarchy, org/hamcrest/internal/ReflectiveTypeFinder, java/util/Iterator, org/hamcrest/TypeSafeDiagnosingMatcher, org/hamcrest/Description, org/hamcrest/core/IsEqual, gnu/trove/map/hash/TIntObjectHashMap, soba/core/JavaProgram, soba/core/vta/IAnalysisTarget, java/util/List, java/lang/reflect/Method, java/lang/Object, soba/core/MethodInfo, org/objectweb/asm/tree/MethodInsnNode, soba/core/vta/TypeSet, org/hamcrest/collection/IsIterableContainingInAnyOrder, java/util/Stack, soba/core/vta/VTAResolverTest, java/util/ArrayList"
testMethodParamType,"gnu/trove/impl/hash/TIntHash, soba/core/vta/TypeSetManager, java/lang/Integer, java/lang/String, org/hamcrest/Matchers, gnu/trove/impl/HashFunctions, java/util/Map, soba/core/vta/VTAResolver, org/hamcrest/Matcher, soba/core/ClassInfo, org/hamcrest/MatcherAssert, java/lang/Class, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, org/hamcrest/core/IsEqual, java/util/Iterator, gnu/trove/map/hash/TIntObjectHashMap, soba/core/JavaProgram, java/util/List, java/lang/Object, soba/core/MethodInfo, soba/core/vta/MethodVertices, soba/core/vta/TypeSet, soba/core/vta/VTAResolverTest"
testgetReceiverTypeAtCallsite,"gnu/trove/impl/hash/TIntHash, soba/util/ObjectIdMap, soba/core/vta/CallSiteVertices, soba/core/vta/TypeSetManager, java/lang/Integer, java/lang/String, org/hamcrest/Matchers, gnu/trove/impl/HashFunctions, java/util/Map, soba/core/vta/VTAResolver, org/hamcrest/Matcher, soba/core/ClassInfo, org/objectweb/asm/tree/AbstractInsnNode, org/objectweb/asm/tree/InsnList, soba/core/method/CallSite, org/hamcrest/MatcherAssert, java/lang/Class, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, org/hamcrest/core/IsEqual, java/util/Iterator, gnu/trove/map/hash/TIntObjectHashMap, soba/core/JavaProgram, java/util/List, java/lang/Object, soba/core/MethodInfo, soba/core/vta/TypeSet, java/util/ArrayList"
testReflection,"gnu/trove/impl/hash/TIntHash, java/lang/Iterable, java/util/Arrays, soba/util/ObjectIdMap, soba/core/vta/CallSiteVertices, soba/core/vta/TypeSetManager, java/lang/Integer, java/lang/String, org/hamcrest/Matchers, gnu/trove/impl/HashFunctions, java/util/Collection, java/util/Map, soba/core/vta/VTAResolver, org/hamcrest/Matcher, soba/core/ClassInfo, org/objectweb/asm/tree/AbstractInsnNode, org/objectweb/asm/tree/InsnList, soba/core/method/CallSite, java/util/Set, org/hamcrest/MatcherAssert, java/util/HashSet, java/lang/Class, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, soba/core/ClassHierarchy, org/hamcrest/internal/ReflectiveTypeFinder, java/util/Iterator, org/hamcrest/core/IsEqual, org/hamcrest/TypeSafeDiagnosingMatcher, org/hamcrest/Description, gnu/trove/map/hash/TIntObjectHashMap, soba/core/JavaProgram, soba/core/vta/IAnalysisTarget, java/util/List, java/lang/reflect/Method, java/lang/Object, soba/core/MethodInfo, org/objectweb/asm/tree/MethodInsnNode, soba/core/vta/TypeSet, org/hamcrest/collection/IsIterableContainingInAnyOrder, java/util/Stack, soba/core/vta/VTAResolverTest, java/util/ArrayList"
testReflection2,"gnu/trove/impl/hash/TIntHash, java/lang/Iterable, java/util/Arrays, soba/util/ObjectIdMap, soba/core/vta/CallSiteVertices, soba/core/vta/TypeSetManager, java/lang/Integer, java/lang/String, org/hamcrest/Matchers, gnu/trove/impl/HashFunctions, java/util/Collection, java/util/Map, soba/core/vta/VTAResolver, org/hamcrest/Matcher, soba/core/ClassInfo, org/objectweb/asm/tree/AbstractInsnNode, org/objectweb/asm/tree/InsnList, soba/core/method/CallSite, java/util/Set, org/hamcrest/MatcherAssert, java/util/HashSet, java/lang/Class, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, soba/core/ClassHierarchy, org/hamcrest/internal/ReflectiveTypeFinder, java/util/Iterator, org/hamcrest/core/IsEqual, java/lang/Comparable, gnu/trove/map/hash/TIntObjectHashMap, soba/core/JavaProgram, soba/core/vta/IAnalysisTarget, java/util/List, java/lang/reflect/Method, org/hamcrest/TypeSafeMatcher, java/lang/Object, soba/core/MethodInfo, org/objectweb/asm/tree/MethodInsnNode, soba/core/vta/TypeSet, java/util/Stack, java/util/ArrayList, org/hamcrest/number/OrderingComparison"
testGetNewInstructionVertex,"org/hamcrest/Matchers, org/hamcrest/Matcher, java/lang/Class, java/lang/Object, soba/core/MethodInfo, soba/core/vta/NewVertices, org/hamcrest/core/Is, org/objectweb/asm/tree/AbstractInsnNode, org/hamcrest/BaseMatcher, org/hamcrest/core/IsEqual, org/objectweb/asm/tree/InsnList, java/lang/Integer, org/hamcrest/MatcherAssert"
testGetVertex,"org/hamcrest/Matchers, org/hamcrest/Matcher, java/lang/Class, java/lang/Object, org/hamcrest/core/Is, soba/core/vta/NewVertices, org/hamcrest/BaseMatcher, org/hamcrest/core/IsEqual, java/lang/Integer, org/hamcrest/MatcherAssert"
testGetTypeName,"org/hamcrest/Matchers, org/hamcrest/Matcher, java/lang/Class, java/lang/Object, org/hamcrest/core/Is, soba/core/vta/NewVertices, org/hamcrest/BaseMatcher, org/hamcrest/core/IsEqual, org/hamcrest/MatcherAssert"
testGetVertexCount,"org/hamcrest/Matchers, org/hamcrest/Matcher, java/lang/Class, java/lang/Object, org/hamcrest/core/Is, soba/core/vta/NewVertices, org/hamcrest/BaseMatcher, org/hamcrest/core/IsEqual, java/lang/Integer, org/hamcrest/MatcherAssert"
testDominanceTree,"gnu/trove/impl/hash/TIntHash, java/lang/Math, java/util/Arrays, soba/util/graph/SingleRootDirectedGraph, java/lang/Integer, soba/util/graph/DominanceTree, org/hamcrest/Matchers, gnu/trove/impl/HashFunctions, soba/util/IntPairSet, soba/util/IntSetStack, soba/util/IntPairList, org/hamcrest/Matcher, gnu/trove/procedure/TIntProcedure, soba/util/graph/IDepthFirstVisitor, soba/util/graph/DirectedAcyclicGraph, gnu/trove/set/hash/TIntHashSet, gnu/trove/impl/hash/TPrimitiveHash, org/hamcrest/MatcherAssert, soba/util/graph/IDirectedGraph, gnu/trove/impl/PrimeFinder, java/lang/Class, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, soba/util/IntPairUtil, soba/util/graph/DepthFirstSearch, org/hamcrest/core/IsEqual, gnu/trove/map/hash/TIntObjectHashMap, gnu/trove/impl/hash/THash, gnu/trove/procedure/TIntObjectProcedure, soba/util/graph/DirectedGraph, soba/util/IntPairProc, soba/util/IntStack, java/lang/Object, java/lang/Boolean, java/util/Stack"
testAcyclicGraphNodes,"org/hamcrest/Matchers, org/hamcrest/Matcher, soba/util/graph/DirectedGraph, soba/util/graph/DirectedAcyclicGraph, java/lang/Class, java/lang/Boolean, java/lang/Object, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, org/hamcrest/core/IsEqual, java/lang/Integer, org/hamcrest/MatcherAssert"
testAcyclicGraphEdges,"java/lang/Iterable, java/util/Arrays, org/hamcrest/collection/IsArrayContainingInAnyOrder, org/hamcrest/core/DescribedAs, java/lang/Integer, java/lang/String, org/hamcrest/Matchers, java/util/Collection, soba/util/IntPairList, org/hamcrest/Matcher, soba/util/graph/DirectedAcyclicGraphTest, soba/util/graph/DirectedAcyclicGraph, org/hamcrest/MatcherAssert, org/hamcrest/FeatureMatcher, java/lang/Class, org/hamcrest/collection/IsArrayWithSize, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, org/hamcrest/internal/ReflectiveTypeFinder, org/hamcrest/core/IsEqual, org/hamcrest/TypeSafeDiagnosingMatcher, java/util/Iterator, java/util/List, org/hamcrest/collection/IsIterableContainingInAnyOrder, java/lang/reflect/Method, soba/util/graph/DirectedGraph, soba/util/IntPairProc, org/hamcrest/TypeSafeMatcher, java/lang/Object, soba/util/UtilForAssertThat, org/hamcrest/Description, java/util/ArrayList"
testDepthFirstSearch,"org/hamcrest/Matchers, soba/util/graph/IDepthFirstVisitor, soba/util/graph/IDirectedGraph, org/hamcrest/Matcher, soba/util/graph/DirectedGraphTest, java/lang/Math, java/lang/System, java/lang/Class, java/lang/Object, java/lang/Boolean, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, soba/util/graph/DepthFirstSearch, gnu/trove/list/array/TIntArrayList, org/hamcrest/core/IsEqual, java/util/Stack, java/lang/Integer, org/hamcrest/MatcherAssert"
testEdgeCount,"org/hamcrest/Matchers, org/hamcrest/Matcher, soba/util/graph/DirectedGraph, java/lang/Class, java/lang/Object, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, org/hamcrest/core/IsEqual, java/lang/Integer, org/hamcrest/MatcherAssert"
testReverseGraph,"gnu/trove/impl/hash/TIntHash, java/lang/Iterable, java/lang/Math, java/util/Arrays, org/hamcrest/collection/IsArrayContainingInAnyOrder, org/hamcrest/core/DescribedAs, java/lang/Integer, java/lang/String, org/hamcrest/Matchers, gnu/trove/impl/HashFunctions, java/util/Collection, soba/util/IntPairList, soba/util/graph/GraphUtil, org/hamcrest/Matcher, gnu/trove/set/hash/TIntHashSet, gnu/trove/impl/hash/TPrimitiveHash, org/hamcrest/MatcherAssert, soba/util/graph/IDirectedGraph, org/hamcrest/FeatureMatcher, gnu/trove/impl/PrimeFinder, java/lang/Class, org/hamcrest/collection/IsArrayWithSize, org/hamcrest/core/Is, org/hamcrest/BaseMatcher, org/hamcrest/internal/ReflectiveTypeFinder, org/hamcrest/core/IsEqual, org/hamcrest/TypeSafeDiagnosingMatcher, java/util/Iterator, gnu/trove/impl/hash/THash, java/util/List, org/hamcrest/collection/IsIterableContainingInAnyOrder, java/lang/reflect/Method, soba/util/graph/DirectedGraph, soba/util/IntPairProc, org/hamcrest/TypeSafeMatcher, java/lang/Object, soba/util/UtilForAssertThat, org/hamcrest/Description, java/util/ArrayList"
